Filename,Material,Predicted_CT,Predicted_Energy,
1333-Mg3B2SnFe14.poscar,Mg3B2SnFe14,12.187911,0.521735777,
1335-Mg3B2SnOs14.poscar,Mg3B2SnOs14,4.7452145,0.605113121,
1336-Mg3B2SnCo14.poscar,Mg3B2SnCo14,3.6836848,0.480314433,
1337-Mg3B2SnRh14.poscar,Mg3B2SnRh14,7.340804,0.432515662,
1338-Mg3B2SnIr14.poscar,Mg3B2SnIr14,5.958561,0.526107064,
1339-Mg3B2SnNi14.poscar,Mg3B2SnNi14,2.1757708,0.42730362,
1344-Mg3B2SnAu14.poscar,Mg3B2SnAu14,6.778938,0.404597121,
1362-Mg3B2PbTi14.poscar,Mg3B2PbTi14,2.1898706,0.554996192,
1365-Mg3B2PbV14.poscar,Mg3B2PbV14,2.2660835,0.550427333,
1366-Mg3B2PbNb14.poscar,Mg3B2PbNb14,6.3966947,0.589808751,
1367-Mg3B2PbTa14.poscar,Mg3B2PbTa14,2.5213504,0.670455443,
1368-Mg3B2PbMo14.poscar,Mg3B2PbMo14,5.191862,0.568849802,
1369-Mg3B2PbW14.poscar,Mg3B2PbW14,2.6400886,0.656644582,
1370-Mg3B2PbMn14.poscar,Mg3B2PbMn14,2.6681113,0.542563848,
1371-Mg3B2PbTc14.poscar,Mg3B2PbTc14,2.0653443,0.559747799,
1372-Mg3B2PbRe14.poscar,Mg3B2PbRe14,2.4136205,0.682509349,
1373-Mg3B2PbFe14.poscar,Mg3B2PbFe14,4.1798515,0.542968057,
1375-Mg3B2PbOs14.poscar,Mg3B2PbOs14,6.977175,0.629372156,
1376-Mg3B2PbCo14.poscar,Mg3B2PbCo14,2.090112,0.494528738,
1377-Mg3B2PbRh14.poscar,Mg3B2PbRh14,9.428704,0.443098028,
1378-Mg3B2PbIr14.poscar,Mg3B2PbIr14,2.1109328,0.53946775,
1379-Mg3B2PbNi14.poscar,Mg3B2PbNi14,2.4660358,0.440312087,
1384-Mg3B2PbAu14.poscar,Mg3B2PbAu14,6.2801585,0.431610039,
1402-Mg3B2AsTi14.poscar,Mg3B2AsTi14,3.6270247,0.52978032,
1405-Mg3B2AsV14.poscar,Mg3B2AsV14,3.4147427,0.521742905,
1406-Mg3B2AsNb14.poscar,Mg3B2AsNb14,5.9883184,0.558674764,
1407-Mg3B2AsTa14.poscar,Mg3B2AsTa14,3.077012,0.660652771,
1408-Mg3B2AsMo14.poscar,Mg3B2AsMo14,11.144795,0.548674348,
1409-Mg3B2AsW14.poscar,Mg3B2AsW14,9.42058,0.632554039,
1410-Mg3B2AsMn14.poscar,Mg3B2AsMn14,3.4042797,0.518056238,
1411-Mg3B2AsTc14.poscar,Mg3B2AsTc14,2.2468853,0.558907345,
1412-Mg3B2AsRe14.poscar,Mg3B2AsRe14,3.1515684,0.699363665,
1413-Mg3B2AsFe14.poscar,Mg3B2AsFe14,5.288559,0.512548213,
1415-Mg3B2AsOs14.poscar,Mg3B2AsOs14,7.7381377,0.635323977,
1416-Mg3B2AsCo14.poscar,Mg3B2AsCo14,3.5540152,0.485891658,
1417-Mg3B2AsRh14.poscar,Mg3B2AsRh14,7.350439,0.455266497,
1418-Mg3B2AsIr14.poscar,Mg3B2AsIr14,2.484696,0.546572104,
1419-Mg3B2AsNi14.poscar,Mg3B2AsNi14,3.0463908,0.425307534,
1424-Mg3B2AsAu14.poscar,Mg3B2AsAu14,4.936558,0.41506,
1442-Mg3B2SbTi14.poscar,Mg3B2SbTi14,2.4384944,0.540774623,
1445-Mg3B2SbV14.poscar,Mg3B2SbV14,3.1491504,0.536154042,
1446-Mg3B2SbNb14.poscar,Mg3B2SbNb14,8.151865,0.579426297,
1447-Mg3B2SbTa14.poscar,Mg3B2SbTa14,2.519492,0.669058686,
1448-Mg3B2SbMo14.poscar,Mg3B2SbMo14,6.4714127,0.551112817,
1449-Mg3B2SbW14.poscar,Mg3B2SbW14,4.562447,0.631081159,
1450-Mg3B2SbMn14.poscar,Mg3B2SbMn14,2.2011032,0.531106485,
1451-Mg3B2SbTc14.poscar,Mg3B2SbTc14,2.694985,0.551180622,
1452-Mg3B2SbRe14.poscar,Mg3B2SbRe14,2.7230334,0.690943643,
1453-Mg3B2SbFe14.poscar,Mg3B2SbFe14,2.7890968,0.518008248,
1455-Mg3B2SbOs14.poscar,Mg3B2SbOs14,4.9649897,0.621964477,
1456-Mg3B2SbCo14.poscar,Mg3B2SbCo14,3.9788017,0.484552727,
1457-Mg3B2SbRh14.poscar,Mg3B2SbRh14,8.584977,0.446710978,
1458-Mg3B2SbIr14.poscar,Mg3B2SbIr14,6.3546095,0.537850405,
1459-Mg3B2SbNi14.poscar,Mg3B2SbNi14,2.3641286,0.427317137,
1464-Mg3B2SbAu14.poscar,Mg3B2SbAu14,9.654765,0.411972774,
1482-Mg3B2BiTi14.poscar,Mg3B2BiTi14,7.177374,0.553222793,
1485-Mg3B2BiV14.poscar,Mg3B2BiV14,7.142162,0.544510953,
1486-Mg3B2BiNb14.poscar,Mg3B2BiNb14,8.920926,0.577324811,
1487-Mg3B2BiTa14.poscar,Mg3B2BiTa14,8.105791,0.663882861,
1488-Mg3B2BiMo14.poscar,Mg3B2BiMo14,5.123045,0.538022475,
1489-Mg3B2BiW14.poscar,Mg3B2BiW14,5.8382325,0.61997197,
1490-Mg3B2BiMn14.poscar,Mg3B2BiMn14,3.0704057,0.527241353,
1491-Mg3B2BiTc14.poscar,Mg3B2BiTc14,1.9298251,0.540614245,
1492-Mg3B2BiRe14.poscar,Mg3B2BiRe14,3.977676,0.660961539,
1493-Mg3B2BiFe14.poscar,Mg3B2BiFe14,9.642936,0.529190746,
1495-Mg3B2BiOs14.poscar,Mg3B2BiOs14,4.8156757,0.61213947,
1496-Mg3B2BiCo14.poscar,Mg3B2BiCo14,2.9053311,0.484860586,
1497-Mg3B2BiRh14.poscar,Mg3B2BiRh14,10.881937,0.426026842,
1498-Mg3B2BiIr14.poscar,Mg3B2BiIr14,6.5926833,0.526022925,
1499-Mg3B2BiNi14.poscar,Mg3B2BiNi14,5.109108,0.426269857,
1504-Mg3B2BiAu14.poscar,Mg3B2BiAu14,18.429596,0.413799296,
1522-Mg3B2SeTi14.poscar,Mg3B2SeTi14,6.138969,0.470873883,
1525-Mg3B2SeV14.poscar,Mg3B2SeV14,3.9681935,0.467283037,
1526-Mg3B2SeNb14.poscar,Mg3B2SeNb14,5.4788413,0.510135905,
1527-Mg3B2SeTa14.poscar,Mg3B2SeTa14,4.7124467,0.614269259,
1528-Mg3B2SeMo14.poscar,Mg3B2SeMo14,5.9471807,0.499211321,
1529-Mg3B2SeW14.poscar,Mg3B2SeW14,6.9411364,0.595313087,
1530-Mg3B2SeMn14.poscar,Mg3B2SeMn14,4.1017265,0.466841098,
1531-Mg3B2SeTc14.poscar,Mg3B2SeTc14,3.1112413,0.479441829,
1532-Mg3B2SeRe14.poscar,Mg3B2SeRe14,9.425253,0.616736613,
1533-Mg3B2SeFe14.poscar,Mg3B2SeFe14,15.06438,0.49386336,
1535-Mg3B2SeOs14.poscar,Mg3B2SeOs14,7.236975,0.573909488,
1536-Mg3B2SeCo14.poscar,Mg3B2SeCo14,2.0187702,0.449234779,
1537-Mg3B2SeRh14.poscar,Mg3B2SeRh14,11.420072,0.407333877,
1538-Mg3B2SeIr14.poscar,Mg3B2SeIr14,6.7158313,0.498847283,
1539-Mg3B2SeNi14.poscar,Mg3B2SeNi14,15.306792,0.402092662,
1544-Mg3B2SeAu14.poscar,Mg3B2SeAu14,9.992533,0.398097649,
1562-Mg3B2TeTi14.poscar,Mg3B2TeTi14,3.0922937,0.489573003,
1565-Mg3B2TeV14.poscar,Mg3B2TeV14,2.671854,0.500783804,
1566-Mg3B2TeNb14.poscar,Mg3B2TeNb14,8.542968,0.539683635,
1567-Mg3B2TeTa14.poscar,Mg3B2TeTa14,2.3489928,0.651616994,
1568-Mg3B2TeMo14.poscar,Mg3B2TeMo14,7.93957,0.520262396,
1569-Mg3B2TeW14.poscar,Mg3B2TeW14,4.084378,0.618741581,
1570-Mg3B2TeMn14.poscar,Mg3B2TeMn14,2.139801,0.492915786,
1571-Mg3B2TeTc14.poscar,Mg3B2TeTc14,2.4115777,0.515586778,
1572-Mg3B2TeRe14.poscar,Mg3B2TeRe14,3.8690262,0.653699359,
1573-Mg3B2TeFe14.poscar,Mg3B2TeFe14,2.4453871,0.507157432,
1575-Mg3B2TeOs14.poscar,Mg3B2TeOs14,3.4320056,0.605701846,
1576-Mg3B2TeCo14.poscar,Mg3B2TeCo14,4.3171816,0.469482247,
1577-Mg3B2TeRh14.poscar,Mg3B2TeRh14,12.122804,0.424701463,
1578-Mg3B2TeIr14.poscar,Mg3B2TeIr14,4.967984,0.519913411,
1579-Mg3B2TeNi14.poscar,Mg3B2TeNi14,2.8376033,0.413366813,
1584-Mg3B2TeAu14.poscar,Mg3B2TeAu14,20.621592,0.395855272,
0-Mg4CuB10.poscar,Mg4CuB10,0,5.9166093,0.110158973
1-Mg4YB10.poscar,Mg4YB10,1,2.4399087,0.071845624
2-Mg4TiB10.poscar,Mg4TiB10,2,3.302968,0.074378178
3-Mg4ZrB10.poscar,Mg4ZrB10,3,3.662838,0.077947077
4-Mg4HfB10.poscar,Mg4HfB10,4,15.667815,0.065778777
5-Mg4VB10.poscar,Mg4VB10,5,3.2395053,0.069712541
6-Mg4NbB10.poscar,Mg4NbB10,6,2.321592,0.06981154
7-Mg4TaB10.poscar,Mg4TaB10,7,2.529871,0.067596991
8-Mg4MoB10.poscar,Mg4MoB10,8,2.913118,0.088243453
9-Mg4WB10.poscar,Mg4WB10,9,2.630095,0.093740319
10-Mg4MnB10.poscar,Mg4MnB10,10,4.0825777,0.086327872
11-Mg4TcB10.poscar,Mg4TcB10,11,3.141953,0.096757427
12-Mg4ReB10.poscar,Mg4ReB10,12,3.3612144,0.117484122
13-Mg4FeB10.poscar,Mg4FeB10,13,11.255488,0.097297747
14-Mg4RuB10.poscar,Mg4RuB10,14,1.7740524,0.104450528
15-Mg4OsB10.poscar,Mg4OsB10,15,3.121048,0.114146271
16-Mg4CoB10.poscar,Mg4CoB10,16,4.3729362,0.109811059
17-Mg4RhB10.poscar,Mg4RhB10,17,2.0242162,0.099031255
18-Mg4IrB10.poscar,Mg4IrB10,18,3.4943662,0.1058895
19-Mg4NiB10.poscar,Mg4NiB10,19,3.0249395,0.101777951
20-Mg4PdB10.poscar,Mg4PdB10,20,3.2969632,0.113977161
21-Mg4PtB10.poscar,Mg4PtB10,21,3.2879908,0.116940315
22-Mg4CuB10.poscar,Mg4CuB10,22,5.9166093,0.110158973
23-Mg4AgB10.poscar,Mg4AgB10,23,3.2375205,0.113418836
24-Mg4AuB10.poscar,Mg4AuB10,24,3.2596567,0.136366918
25-Mg4ZnB10.poscar,Mg4ZnB10,25,21.038446,0.121384586
26-Mg4CdB10.poscar,Mg4CdB10,26,5.231769,0.127894506
27-Mg4HgB10.poscar,Mg4HgB10,27,7.177595,0.172232029
29-Mg4GaB10.poscar,Mg4GaB10,29,4.9980373,0.145283571
30-Mg4InB10.poscar,Mg4InB10,30,2.8724012,0.151346581
32-Mg4GeB10.poscar,Mg4GeB10,32,6.0278654,0.147811458
33-Mg4SnB10.poscar,Mg4SnB10,33,5.7009277,0.164702298
34-Mg4PbB10.poscar,Mg4PbB10,34,6.6831584,0.18344658
35-Mg4AsB10.poscar,Mg4AsB10,35,35.905594,0.158697772
38-Mg4SeB10.poscar,Mg4SeB10,38,7.264427,0.216606801
39-Mg4TeB10.poscar,Mg4TeB10,39,2.8311367,0.221486373
0-MgCuB4.poscar,MgCuB4,7.223882,0.123990267,
1-MgYB4.poscar,MgYB4,3.5771403,0.06298213,
2-MgTiB4.poscar,MgTiB4,4.9241242,0.065861207,
3-MgZrB4.poscar,MgZrB4,4.2780523,0.063963598,
4-MgHfB4.poscar,MgHfB4,7.3889775,0.044662722,
5-MgVB4.poscar,MgVB4,3.4233522,0.050894639,
6-MgNbB4.poscar,MgNbB4,2.5103116,0.050554128,
7-MgTaB4.poscar,MgTaB4,1.9479716,0.047809321,
8-MgMoB4.poscar,MgMoB4,2.802443,0.068111149,
9-MgWB4.poscar,MgWB4,2.5171232,0.073855545,
10-MgMnB4.poscar,MgMnB4,3.7964978,0.066923632,
11-MgTcB4.poscar,MgTcB4,3.3985724,0.073268279,
12-MgReB4.poscar,MgReB4,3.7471051,0.095925875,
13-MgFeB4.poscar,MgFeB4,17.77561,0.072650119,
14-MgRuB4.poscar,MgRuB4,2.4796853,0.079738535,
15-MgOsB4.poscar,MgOsB4,3.924842,0.097725806,
16-MgCoB4.poscar,MgCoB4,3.7825284,0.084190461,
17-MgRhB4.poscar,MgRhB4,2.790814,0.080610254,
18-MgIrB4.poscar,MgIrB4,3.4384737,0.092956268,
19-MgNiB4.poscar,MgNiB4,3.251402,0.086206285,
20-MgPdB4.poscar,MgPdB4,3.0504367,0.114552718,
21-MgPtB4.poscar,MgPtB4,3.4924471,0.114868465,
22-MgCuB4.poscar,MgCuB4,7.223882,0.123990267,
23-MgAgB4.poscar,MgAgB4,4.51658,0.1258908,
24-MgAuB4.poscar,MgAuB4,3.3568401,0.147325069,
25-MgZnB4.poscar,MgZnB4,19.68171,0.146062915,
26-MgCdB4.poscar,MgCdB4,5.5677023,0.149911145,
27-MgHgB4.poscar,MgHgB4,11.098252,0.216881742,
28-MgAlB4.poscar,MgAlB4,25.632048,0.028184286,
29-MgGaB4.poscar,MgGaB4,5.202352,0.201908986,
30-MgInB4.poscar,MgInB4,3.786106,0.190355798,
31-MgTlB4.poscar,MgTlB4,5.3679247,0.221565683,
32-MgGeB4.poscar,MgGeB4,4.872694,0.185012679,
33-MgSnB4.poscar,MgSnB4,4.895516,0.217268274,
34-MgPbB4.poscar,MgPbB4,5.3860025,0.234268112,
35-MgAsB4.poscar,MgAsB4,27.018406,0.197377692,
36-MgSbB4.poscar,MgSbB4,3.6234117,0.217487394,
37-MgBiB4.poscar,MgBiB4,5.243057,0.275230133,
38-MgSeB4.poscar,MgSeB4,15.795718,0.286283758,
39-MgTeB4.poscar,MgTeB4,2.481495,0.283943466,
